Ciudades,Rutas,PesoMaximo,Nanosegundos
12,25,87,11523
12,25,88,11523
12,25,89,11523
12,25,90,11523
12,25,91,11523
12,25,92,11523
12,25,93,11523
12,25,94,11523
12,25,95,11523
12,25,96,11523
12,25,97,11523
12,25,98,11523
12,25,99,11523
12,25,100,11523
12,26,0,15226
12,26,1,15226
12,26,2,15226
12,26,3,15226
12,26,4,15226
12,26,5,15226
12,26,6,15226
12,26,7,15226
12,26,8,15226
12,26,9,15226
12,26,10,15226
12,26,11,15226
12,26,12,15226
12,26,13,15226
12,26,14,15226
12,26,15,15226
12,26,16,15226
12,26,17,15226
12,26,18,15226
12,26,19,15226
12,26,20,15226
12,26,21,15226
12,26,22,15226
12,26,23,15226
12,26,24,15226
12,26,25,15226
12,26,26,15226
12,26,27,15226
12,26,28,15226
12,26,29,15226
12,26,30,15226
12,26,31,15226
12,26,32,15226
12,26,33,15226
12,26,34,15226
12,26,35,15226
12,26,36,15226
12,26,37,15226
12,26,38,15226
12,26,39,15226
12,26,40,15226
12,26,41,15226
12,26,42,15226
12,26,43,15226
12,26,44,15226
12,26,45,15226
12,26,46,15226
12,26,47,15226
12,26,48,15226
12,26,49,15226
12,26,50,15226
12,26,51,15226
12,26,52,15226
12,26,53,15226
12,26,54,15226
12,26,55,15226
12,26,56,15226
12,26,57,15226
12,26,58,15226
12,26,59,15226
12,26,60,15226
12,26,61,15226
12,26,62,15226
12,26,63,15226
12,26,64,15226
12,26,65,15226
12,26,66,15226
12,26,67,15226
12,26,68,15226
12,26,69,15226
12,26,70,15226
12,26,71,15226
12,26,72,15226
12,26,73,15226
12,26,74,15226
12,26,75,15226
12,26,76,15226
12,26,77,15226
12,26,78,15226
12,26,79,15226
12,26,80,15226
12,26,81,15226
12,26,82,15226
12,26,83,15226
12,26,84,15226
12,26,85,15226
12,26,86,15226
12,26,87,15226
12,26,88,15226
12,26,89,15226
12,26,90,15226
12,26,91,15226
12,26,92,15226
12,26,93,15226
12,26,94,15226
12,26,95,15226
12,26,96,15226
12,26,97,15226
12,26,98,15226
12,26,99,15226
12,26,100,15226
12,27,0,11314
12,27,1,11314
12,27,2,11314
12,27,3,11314
12,27,4,11314
12,27,5,11314
12,27,6,11314
12,27,7,11314
12,27,8,11314
12,27,9,11314
12,27,10,11314
12,27,11,11314
12,27,12,11314
12,27,13,11314
12,27,14,11314
12,27,15,11314
12,27,16,11314
12,27,17,11314
12,27,18,11314
12,27,19,11314
12,27,20,11314
12,27,21,11314
12,27,22,11314
12,27,23,11314
12,27,24,11314
12,27,25,11314
12,27,26,11314
12,27,27,11314
12,27,28,11314
12,27,29,11314
12,27,30,11314
12,27,31,11314
12,27,32,11314
12,27,33,11314
12,27,34,11314
12,27,35,11314
12,27,36,11314
12,27,37,11314
12,27,38,11314
12,27,39,11314
12,27,40,11314
12,27,41,11314
12,27,42,11314
12,27,43,11314
12,27,44,11314
12,27,45,11314
12,27,46,11314
12,27,47,11314
12,27,48,11314
12,27,49,11314
12,27,50,11314
12,27,51,11314
12,27,52,11314
12,27,53,11314
12,27,54,11314
12,27,55,11314
12,27,56,11314
12,27,57,11314
12,27,58,11314
12,27,59,11314
12,27,60,11314
12,27,61,11314
12,27,62,11314
12,27,63,11314
12,27,64,11314
12,27,65,11314
12,27,66,11314
12,27,67,11314
12,27,68,11314
12,27,69,11314
12,27,70,11314
12,27,71,11314
12,27,72,11314
12,27,73,11314
12,27,74,11314
12,27,75,11314
12,27,76,11314
12,27,77,11314
12,27,78,11314
12,27,79,11314
12,27,80,11314
12,27,81,11314
12,27,82,11314
12,27,83,11314
12,27,84,11314
12,27,85,11314
12,27,86,11314
12,27,87,11314
12,27,88,11314
12,27,89,11314
12,27,90,11314
12,27,91,11314
12,27,92,11314
12,27,93,11314
12,27,94,11314
12,27,95,11314
12,27,96,11314
12,27,97,11314
12,27,98,11314
12,27,99,11314
12,27,100,11314
12,28,0,14248
12,28,1,14248
12,28,2,14248
12,28,3,14248
12,28,4,14248
12,28,5,14248
12,28,6,14248
12,28,7,14248
12,28,8,14248
12,28,9,14248
12,28,10,14248
12,28,11,14248
12,28,12,14248
12,28,13,14248
12,28,14,14248
12,28,15,14248
12,28,16,14248
12,28,17,14248
12,28,18,14248
12,28,19,14248
12,28,20,14248
12,28,21,14248
12,28,22,14248
12,28,23,14248
12,28,24,14248
12,28,25,14248
12,28,26,14248
12,28,27,14248
12,28,28,14248
12,28,29,14248
12,28,30,14248
12,28,31,14248
12,28,32,14248
12,28,33,14248
12,28,34,14248
12,28,35,14248
12,28,36,14248
12,28,37,14248
12,28,38,14248
12,28,39,14248
12,28,40,14248
12,28,41,14248
12,28,42,14248
12,28,43,14248
12,28,44,14248
12,28,45,14248
12,28,46,14248
12,28,47,14248
12,28,48,14248
12,28,49,14248
12,28,50,14248
12,28,51,14248
12,28,52,14248
12,28,53,14248
12,28,54,14248
12,28,55,14248
12,28,56,14248
12,28,57,14248
12,28,58,14248
12,28,59,14248
12,28,60,14248
12,28,61,14248
12,28,62,14248
12,28,63,14248
12,28,64,14248
12,28,65,14248
12,28,66,14248
12,28,67,14248
12,28,68,14248
12,28,69,14248
12,28,70,14248
12,28,71,14248
12,28,72,14248
12,28,73,14248
12,28,74,14248
12,28,75,14248
12,28,76,14248
12,28,77,14248
12,28,78,14248
12,28,79,14248
12,28,80,14248
12,28,81,14248
12,28,82,14248
12,28,83,14248
12,28,84,14248
12,28,85,14248
12,28,86,14248
12,28,87,14248
12,28,88,14248
12,28,89,14248
12,28,90,14248
12,28,91,14248
12,28,92,14248
12,28,93,14248
12,28,94,14248
12,28,95,14248
12,28,96,14248
12,28,97,14248
12,28,98,14248
12,28,99,14248
12,28,100,14248
12,29,0,15086
12,29,1,15086
12,29,2,15086
12,29,3,15086
12,29,4,15086
12,29,5,15086
12,29,6,15086
12,29,7,15086
12,29,8,15086
12,29,9,15086
12,29,10,15086
12,29,11,15086
12,29,12,15086
12,29,13,15086
12,29,14,15086
12,29,15,15086
12,29,16,15086
12,29,17,15086
12,29,18,15086
12,29,19,15086
12,29,20,15086
12,29,21,15086
12,29,22,15086
12,29,23,15086
12,29,24,15086
12,29,25,15086
12,29,26,15086
12,29,27,15086
12,29,28,15086
12,29,29,15086
12,29,30,15086
12,29,31,15086
12,29,32,15086
12,29,33,15086
12,29,34,15086
12,29,35,15086
12,29,36,15086
12,29,37,15086
12,29,38,15086
12,29,39,15086
12,29,40,15086
12,29,41,15086
12,29,42,15086
12,29,43,15086
12,29,44,15086
12,29,45,15086
12,29,46,15086
12,29,47,15086
12,29,48,15086
12,29,49,15086
12,29,50,15086
12,29,51,15086
12,29,52,15086
12,29,53,15086
12,29,54,15086
12,29,55,15086
12,29,56,15086
12,29,57,15086
12,29,58,15086
12,29,59,15086
12,29,60,15086
12,29,61,15086
12,29,62,15086
12,29,63,15086
12,29,64,15086
12,29,65,15086
12,29,66,15086
12,29,67,15086
12,29,68,15086
12,29,69,15086
12,29,70,15086
12,29,71,15086
12,29,72,15086
12,29,73,15086
12,29,74,15086
12,29,75,15086
12,29,76,15086
12,29,77,15086
12,29,78,15086
12,29,79,15086
12,29,80,15086
12,29,81,15086
12,29,82,15086
12,29,83,15086
12,29,84,15086
12,29,85,15086
12,29,86,15086
12,29,87,15086
12,29,88,15086
12,29,89,15086
12,29,90,15086
12,29,91,15086
12,29,92,15086
12,29,93,15086
12,29,94,15086
12,29,95,15086
12,29,96,15086
12,29,97,15086
12,29,98,15086
12,29,99,15086
12,29,100,15086
12,30,0,15574
12,30,1,15574
12,30,2,15574
12,30,3,15574
12,30,4,15574
12,30,5,15574
12,30,6,15574
12,30,7,15574
12,30,8,15574
12,30,9,15574
12,30,10,15574
12,30,11,15574
12,30,12,15574
12,30,13,15574
12,30,14,15574
12,30,15,15574
12,30,16,15574
12,30,17,15574
12,30,18,15574
12,30,19,15574
12,30,20,15574
12,30,21,15574
12,30,22,15574
12,30,23,15574
12,30,24,15574
12,30,25,15574
12,30,26,15574
12,30,27,15574
12,30,28,15574
12,30,29,15574
12,30,30,15574
12,30,31,15574
12,30,32,15574
12,30,33,15574
12,30,34,15574
12,30,35,15574
12,30,36,15574
12,30,37,15574
12,30,38,15574
12,30,39,15574
12,30,40,15574
12,30,41,15574
12,30,42,15574
12,30,43,15574
12,30,44,15574
12,30,45,15574
12,30,46,15574
12,30,47,15574
12,30,48,15574
12,30,49,15574
12,30,50,15574
12,30,51,15574
12,30,52,15574
12,30,53,15574
12,30,54,15574
12,30,55,15574
12,30,56,15574
12,30,57,15574
12,30,58,15574
12,30,59,15574
12,30,60,15574
12,30,61,15574
12,30,62,15574
12,30,63,15574
12,30,64,15574
12,30,65,15574
12,30,66,15574
12,30,67,15574
12,30,68,15574
12,30,69,15574
12,30,70,15574
12,30,71,15574
12,30,72,15574
12,30,73,15574
12,30,74,15574
12,30,75,15574
12,30,76,15574
12,30,77,15574
12,30,78,15574
12,30,79,15574
12,30,80,15574
12,30,81,15574
12,30,82,15574
12,30,83,15574
12,30,84,15574
12,30,85,15574
12,30,86,15574
12,30,87,15574
12,30,88,15574
12,30,89,15574
12,30,90,15574
12,30,91,15574
12,30,92,15574
12,30,93,15574
12,30,94,15574
12,30,95,15574
12,30,96,15574
12,30,97,15574
12,30,98,15574
12,30,99,15574
12,30,100,15574
13,13,0,5587
13,13,1,5587
13,13,2,5587
13,13,3,5587
13,13,4,5587
13,13,5,5587
13,13,6,5587
13,13,7,5587
13,13,8,5587
13,13,9,5587
13,13,10,5587
13,13,11,5587
13,13,12,5587
13,13,13,5587
13,13,14,5587
13,13,15,5587
13,13,16,5587
13,13,17,5587
13,13,18,5587
13,13,19,5587
13,13,20,5587
13,13,21,5587
13,13,22,5587
13,13,23,5587
13,13,24,5587
13,13,25,5587
13,13,26,5587
13,13,27,5587
13,13,28,5587
13,13,29,5587
13,13,30,5587
13,13,31,5587
13,13,32,5587
13,13,33,5587
13,13,34,5587
13,13,35,5587
13,13,36,5587
13,13,37,5587
13,13,38,5587
13,13,39,5587
13,13,40,5587
13,13,41,5587
13,13,42,5587
13,13,43,5587
13,13,44,5587
13,13,45,5587
13,13,46,5587
13,13,47,5587
13,13,48,5587
13,13,49,5587
13,13,50,5587
13,13,51,5587
13,13,52,5587
13,13,53,5587
13,13,54,5587
13,13,55,5587
13,13,56,5587
13,13,57,5587
13,13,58,5587
13,13,59,5587
13,13,60,5587
13,13,61,5587
13,13,62,5587
13,13,63,5587
13,13,64,5587
13,13,65,5587
13,13,66,5587
13,13,67,5587
13,13,68,5587
13,13,69,5587
13,13,70,5587
13,13,71,5587
13,13,72,5587
13,13,73,5587
13,13,74,5587
13,13,75,5587
13,13,76,5587
13,13,77,5587
13,13,78,5587
13,13,79,5587
13,13,80,5587
13,13,81,5587
13,13,82,5587
13,13,83,5587
13,13,84,5587
13,13,85,5587
13,13,86,5587
13,13,87,5587
13,13,88,5587
13,13,89,5587
13,13,90,5587
13,13,91,5587
13,13,92,5587
13,13,93,5587
13,13,94,5587
13,13,95,5587
13,13,96,5587
13,13,97,5587
13,13,98,5587
13,13,99,5587
13,13,100,5587
13,14,0,9847
13,14,1,9847
13,14,2,9847
13,14,3,9847
13,14,4,9847
13,14,5,9847
13,14,6,9847
13,14,7,9847
13,14,8,9847
13,14,9,9847
13,14,10,9847
13,14,11,9847
13,14,12,9847
13,14,13,9847
13,14,14,9847
13,14,15,9847
13,14,16,9847
13,14,17,9847
13,14,18,9847
13,14,19,9847
13,14,20,9847
13,14,21,9847
13,14,22,9847
13,14,23,9847
13,14,24,9847
13,14,25,9847
13,14,26,9847
13,14,27,9847
13,14,28,9847
13,14,29,9847
13,14,30,9847
13,14,31,9847
13,14,32,9847
13,14,33,9847
13,14,34,9847
13,14,35,9847
13,14,36,9847
13,14,37,9847
13,14,38,9847
13,14,39,9847
13,14,40,9847
13,14,41,9847
13,14,42,9847
13,14,43,9847
13,14,44,9847
13,14,45,9847
13,14,46,9847
13,14,47,9847
13,14,48,9847
13,14,49,9847
13,14,50,9847
13,14,51,9847
13,14,52,9847
13,14,53,9847
13,14,54,9847
13,14,55,9847
13,14,56,9847
13,14,57,9847
13,14,58,9847
13,14,59,9847
13,14,60,9847
13,14,61,9847
13,14,62,9847
13,14,63,9847
13,14,64,9847
13,14,65,9847
13,14,66,9847
13,14,67,9847
13,14,68,9847
13,14,69,9847
13,14,70,9847
13,14,71,9847
13,14,72,9847
13,14,73,9847
13,14,74,9847
13,14,75,9847
13,14,76,9847
13,14,77,9847
13,14,78,9847
13,14,79,9847
13,14,80,9847
13,14,81,9847
13,14,82,9847
13,14,83,9847
13,14,84,9847
13,14,85,9847
13,14,86,9847
13,14,87,9847
13,14,88,9847
13,14,89,9847
13,14,90,9847
13,14,91,9847
13,14,92,9847
13,14,93,9847
13,14,94,9847
13,14,95,9847
13,14,96,9847
13,14,97,9847
13,14,98,9847
13,14,99,9847
13,14,100,9847
13,15,0,7403
13,15,1,7403
13,15,2,7403
13,15,3,7403
13,15,4,7403
13,15,5,7403
13,15,6,7403
13,15,7,7403
13,15,8,7403
13,15,9,7403
13,15,10,7403
13,15,11,7403
13,15,12,7403
13,15,13,7403
13,15,14,7403
13,15,15,7403
13,15,16,7403
13,15,17,7403
13,15,18,7403
13,15,19,7403
13,15,20,7403
13,15,21,7403
13,15,22,7403
13,15,23,7403
13,15,24,7403
13,15,25,7403
13,15,26,7403
13,15,27,7403
13,15,28,7403
13,15,29,7403
13,15,30,7403
13,15,31,7403
13,15,32,7403
13,15,33,7403
13,15,34,7403
13,15,35,7403
13,15,36,7403
13,15,37,7403
13,15,38,7403
13,15,39,7403
13,15,40,7403
13,15,41,7403
13,15,42,7403
13,15,43,7403
13,15,44,7403
13,15,45,7403
13,15,46,7403
13,15,47,7403
13,15,48,7403
13,15,49,7403
13,15,50,7403
13,15,51,7403
13,15,52,7403
13,15,53,7403
13,15,54,7403
13,15,55,7403
13,15,56,7403
13,15,57,7403
13,15,58,7403
13,15,59,7403
13,15,60,7403
13,15,61,7403
13,15,62,7403
13,15,63,7403
13,15,64,7403
13,15,65,7403
13,15,66,7403
13,15,67,7403
13,15,68,7403
13,15,69,7403
13,15,70,7403
13,15,71,7403
13,15,72,7403
13,15,73,7403
13,15,74,7403
13,15,75,7403
13,15,76,7403
13,15,77,7403
13,15,78,7403
13,15,79,7403
13,15,80,7403
13,15,81,7403
13,15,82,7403
13,15,83,7403
13,15,84,7403
13,15,85,7403
13,15,86,7403
13,15,87,7403
13,15,88,7403
13,15,89,7403
13,15,90,7403
13,15,91,7403
13,15,92,7403
13,15,93,7403
13,15,94,7403
13,15,95,7403
13,15,96,7403
13,15,97,7403
13,15,98,7403
13,15,99,7403
13,15,100,7403
13,16,0,7124
13,16,1,7124
13,16,2,7124
13,16,3,7124
13,16,4,7124
13,16,5,7124
13,16,6,7124
13,16,7,7124
13,16,8,7124
13,16,9,7124
13,16,10,7124
13,16,11,7124
13,16,12,7124
13,16,13,7124
13,16,14,7124
13,16,15,7124
13,16,16,7124
13,16,17,7124
13,16,18,7124
13,16,19,7124
13,16,20,7124
13,16,21,7124
13,16,22,7124
13,16,23,7124
13,16,24,7124
13,16,25,7124
13,16,26,7124
13,16,27,7124
13,16,28,7124
13,16,29,7124
13,16,30,7124
13,16,31,7124
13,16,32,7124
13,16,33,7124
13,16,34,7124
13,16,35,7124
13,16,36,7124
13,16,37,7124
13,16,38,7124
13,16,39,7124
13,16,40,7124
13,16,41,7124
13,16,42,7124
13,16,43,7124
13,16,44,7124
13,16,45,7124
13,16,46,7124
13,16,47,7124
13,16,48,7124
13,16,49,7124
13,16,50,7124
13,16,51,7124
13,16,52,7124
13,16,53,7124
13,16,54,7124
13,16,55,7124
13,16,56,7124
13,16,57,7124
13,16,58,7124
13,16,59,7124
13,16,60,7124
13,16,61,7124
13,16,62,7124
13,16,63,7124
13,16,64,7124
13,16,65,7124
13,16,66,7124
13,16,67,7124
13,16,68,7124
13,16,69,7124
13,16,70,7124
13,16,71,7124
13,16,72,7124
13,16,73,7124
13,16,74,7124
13,16,75,7124
13,16,76,7124
13,16,77,7124
13,16,78,7124
13,16,79,7124
13,16,80,7124
13,16,81,7124
13,16,82,7124
13,16,83,7124
13,16,84,7124
13,16,85,7124
13,16,86,7124
13,16,87,7124
13,16,88,7124
13,16,89,7124
13,16,90,7124
13,16,91,7124
13,16,92,7124
13,16,93,7124
13,16,94,7124
13,16,95,7124
13,16,96,7124
13,16,97,7124
13,16,98,7124
13,16,99,7124
13,16,100,7124
13,17,0,10476
13,17,1,10476
13,17,2,10476
13,17,3,10476
13,17,4,10476
13,17,5,10476
13,17,6,10476
13,17,7,10476
13,17,8,10476
13,17,9,10476
13,17,10,10476
13,17,11,10476
13,17,12,10476
13,17,13,10476
13,17,14,10476
13,17,15,10476
13,17,16,10476
13,17,17,10476
13,17,18,10476
13,17,19,10476
13,17,20,10476
13,17,21,10476
13,17,22,10476
13,17,23,10476
13,17,24,10476
13,17,25,10476
13,17,26,10476
13,17,27,10476
13,17,28,10476
13,17,29,10476
13,17,30,10476
13,17,31,10476
13,17,32,10476
13,17,33,10476
13,17,34,10476
13,17,35,10476
13,17,36,10476
13,17,37,10476
13,17,38,10476
13,17,39,10476
13,17,40,10476
13,17,41,10476
13,17,42,10476
13,17,43,10476
13,17,44,10476
13,17,45,10476
13,17,46,10476
13,17,47,10476
13,17,48,10476
13,17,49,10476
13,17,50,10476
13,17,51,10476
13,17,52,10476
13,17,53,10476
13,17,54,10476
13,17,55,10476
13,17,56,10476
13,17,57,10476
13,17,58,10476
13,17,59,10476
13,17,60,10476
13,17,61,10476
13,17,62,10476
13,17,63,10476
13,17,64,10476
13,17,65,10476
13,17,66,10476
13,17,67,10476
13,17,68,10476
13,17,69,10476
13,17,70,10476
13,17,71,10476
13,17,72,10476
13,17,73,10476
13,17,74,10476
13,17,75,10476
13,17,76,10476
13,17,77,10476
13,17,78,10476
13,17,79,10476
13,17,80,10476
13,17,81,10476
13,17,82,10476
13,17,83,10476
13,17,84,10476
13,17,85,10476
13,17,86,10476
13,17,87,10476
13,17,88,10476
13,17,89,10476
13,17,90,10476
13,17,91,10476
13,17,92,10476
13,17,93,10476
13,17,94,10476
13,17,95,10476
13,17,96,10476
13,17,97,10476
13,17,98,10476
13,17,99,10476
13,17,100,10476
13,18,0,10895
13,18,1,10895
13,18,2,10895
13,18,3,10895
13,18,4,10895
13,18,5,10895
13,18,6,10895
13,18,7,10895
13,18,8,10895
13,18,9,10895
13,18,10,10895
13,18,11,10895
13,18,12,10895
13,18,13,10895
13,18,14,10895
13,18,15,10895
13,18,16,10895
13,18,17,10895
13,18,18,10895
13,18,19,10895
13,18,20,10895
13,18,21,10895
13,18,22,10895
13,18,23,10895
13,18,24,10895
13,18,25,10895
13,18,26,10895
13,18,27,10895
13,18,28,10895
13,18,29,10895
13,18,30,10895
13,18,31,10895
13,18,32,10895
13,18,33,10895
13,18,34,10895
13,18,35,10895
13,18,36,10895
13,18,37,10895
13,18,38,10895
13,18,39,10895
13,18,40,10895
13,18,41,10895
13,18,42,10895
13,18,43,10895
13,18,44,10895
13,18,45,10895
13,18,46,10895
13,18,47,10895
13,18,48,10895
13,18,49,10895
13,18,50,10895
13,18,51,10895
13,18,52,10895
13,18,53,10895
13,18,54,10895
13,18,55,10895
13,18,56,10895
13,18,57,10895
13,18,58,10895
13,18,59,10895
13,18,60,10895
13,18,61,10895
13,18,62,10895
13,18,63,10895
13,18,64,10895
13,18,65,10895
13,18,66,10895
13,18,67,10895
13,18,68,10895
13,18,69,10895
13,18,70,10895
13,18,71,10895
13,18,72,10895
13,18,73,10895
13,18,74,10895
13,18,75,10895
13,18,76,10895
13,18,77,10895
13,18,78,10895
13,18,79,10895
13,18,80,10895
13,18,81,10895
13,18,82,10895
13,18,83,10895
13,18,84,10895
13,18,85,10895
13,18,86,10895
13,18,87,10895
13,18,88,10895
13,18,89,10895
13,18,90,10895
13,18,91,10895
13,18,92,10895
13,18,93,10895
13,18,94,10895
13,18,95,10895
13,18,96,10895
13,18,97,10895
13,18,98,10895
13,18,99,10895
13,18,100,10895
13,19,0,12222
13,19,1,12222
13,19,2,12222
13,19,3,12222
13,19,4,12222
13,19,5,12222
13,19,6,12222
13,19,7,12222
13,19,8,12222
13,19,9,12222
13,19,10,12222
13,19,11,12222
13,19,12,12222
13,19,13,12222
13,19,14,12222
13,19,15,12222
13,19,16,12222
13,19,17,12222
13,19,18,12222
13,19,19,12222
13,19,20,12222
13,19,21,12222
13,19,22,12222
13,19,23,12222
13,19,24,12222
13,19,25,12222
13,19,26,12222
13,19,27,12222
13,19,28,12222
13,19,29,12222
13,19,30,12222
13,19,31,12222
13,19,32,12222
13,19,33,12222
13,19,34,12222
13,19,35,12222
13,19,36,12222
13,19,37,12222
13,19,38,12222
13,19,39,12222
13,19,40,12222
13,19,41,12222
13,19,42,12222
13,19,43,12222
13,19,44,12222
13,19,45,12222
13,19,46,12222
13,19,47,12222
13,19,48,12222
13,19,49,12222
13,19,50,12222
13,19,51,12222
13,19,52,12222
13,19,53,12222
13,19,54,12222
13,19,55,12222
13,19,56,12222
13,19,57,12222
13,19,58,12222
13,19,59,12222
13,19,60,12222
13,19,61,12222
13,19,62,12222
13,19,63,12222
13,19,64,12222
13,19,65,12222
13,19,66,12222
13,19,67,12222
13,19,68,12222
13,19,69,12222
13,19,70,12222
13,19,71,12222
13,19,72,12222
13,19,73,12222
13,19,74,12222
13,19,75,12222
13,19,76,12222
13,19,77,12222
13,19,78,12222
13,19,79,12222
13,19,80,12222
13,19,81,12222
13,19,82,12222
13,19,83,12222
13,19,84,12222
13,19,85,12222
13,19,86,12222
13,19,87,12222
13,19,88,12222
13,19,89,12222
13,19,90,12222
13,19,91,12222
13,19,92,12222
13,19,93,12222
13,19,94,12222
13,19,95,12222
13,19,96,12222
13,19,97,12222
13,19,98,12222
13,19,99,12222
13,19,100,12222
13,20,0,12851
13,20,1,12851
13,20,2,12851
13,20,3,12851
13,20,4,12851
13,20,5,12851
13,20,6,12851
13,20,7,12851
13,20,8,12851
13,20,9,12851
13,20,10,12851
13,20,11,12851
13,20,12,12851
13,20,13,12851
13,20,14,12851
13,20,15,12851
13,20,16,12851
13,20,17,12851
13,20,18,12851
13,20,19,12851
13,20,20,12851
13,20,21,12851
13,20,22,12851
13,20,23,12851
13,20,24,12851
13,20,25,12851
13,20,26,12851
13,20,27,12851
13,20,28,12851
13,20,29,12851
13,20,30,12851
13,20,31,12851
13,20,32,12851
13,20,33,12851
13,20,34,12851
13,20,35,12851
13,20,36,12851
13,20,37,12851
13,20,38,12851
13,20,39,12851
13,20,40,12851
13,20,41,12851
13,20,42,12851
13,20,43,12851
13,20,44,12851
13,20,45,12851
13,20,46,12851
13,20,47,12851
13,20,48,12851
13,20,49,12851
13,20,50,12851
13,20,51,12851
13,20,52,12851
13,20,53,12851
13,20,54,12851
13,20,55,12851
13,20,56,12851
13,20,57,12851
13,20,58,12851
13,20,59,12851
13,20,60,12851
13,20,61,12851
13,20,62,12851
13,20,63,12851
13,20,64,12851
13,20,65,12851
13,20,66,12851
13,20,67,12851
13,20,68,12851
13,20,69,12851
13,20,70,12851
13,20,71,12851
13,20,72,12851
13,20,73,12851
13,20,74,12851
13,20,75,12851
13,20,76,12851
13,20,77,12851
13,20,78,12851
13,20,79,12851
13,20,80,12851
13,20,81,12851
13,20,82,12851
13,20,83,12851
13,20,84,12851
13,20,85,12851
13,20,86,12851
13,20,87,12851
13,20,88,12851
13,20,89,12851
13,20,90,12851
13,20,91,12851
13,20,92,12851
13,20,93,12851
13,20,94,12851
13,20,95,12851
13,20,96,12851
13,20,97,12851
13,20,98,12851
13,20,99,12851
13,20,100,12851
13,21,0,12361
13,21,1,12361
13,21,2,12361
13,21,3,12361
13,21,4,12361
13,21,5,12361
13,21,6,12361
13,21,7,12361
13,21,8,12361
13,21,9,12361
13,21,10,12361
13,21,11,12361
13,21,12,12361
13,21,13,12361
13,21,14,12361
13,21,15,12361
13,21,16,12361
13,21,17,12361
13,21,18,12361
13,21,19,12361
13,21,20,12361
13,21,21,12361
13,21,22,12361
13,21,23,12361
13,21,24,12361
13,21,25,12361
13,21,26,12361
13,21,27,12361
13,21,28,12361
13,21,29,12361
13,21,30,12361
13,21,31,12361
13,21,32,12361
13,21,33,12361
13,21,34,12361
13,21,35,12361
13,21,36,12361
13,21,37,12361
13,21,38,12361
13,21,39,12361
13,21,40,12361
13,21,41,12361
13,21,42,12361
13,21,43,12361
13,21,44,12361
13,21,45,12361
13,21,46,12361
13,21,47,12361
13,21,48,12361
13,21,49,12361
13,21,50,12361
13,21,51,12361
13,21,52,12361
13,21,53,12361
13,21,54,12361
13,21,55,12361
13,21,56,12361
13,21,57,12361
13,21,58,12361
13,21,59,12361
13,21,60,12361
13,21,61,12361
13,21,62,12361
13,21,63,12361
13,21,64,12361
13,21,65,12361
13,21,66,12361
13,21,67,12361
13,21,68,12361
13,21,69,12361
13,21,70,12361
13,21,71,12361
13,21,72,12361
13,21,73,12361
13,21,74,12361
13,21,75,12361
13,21,76,12361
13,21,77,12361
13,21,78,12361
13,21,79,12361
13,21,80,12361
13,21,81,12361
13,21,82,12361
13,21,83,12361
13,21,84,12361
13,21,85,12361
13,21,86,12361
13,21,87,12361
13,21,88,12361
13,21,89,12361
13,21,90,12361
13,21,91,12361
13,21,92,12361
13,21,93,12361
13,21,94,12361
13,21,95,12361
13,21,96,12361
13,21,97,12361
13,21,98,12361
13,21,99,12361
13,21,100,12361
13,22,0,15155
13,22,1,15155
13,22,2,15155
13,22,3,15155
13,22,4,15155
13,22,5,15155
13,22,6,15155
13,22,7,15155
13,22,8,15155
13,22,9,15155
13,22,10,15155
13,22,11,15155
13,22,12,15155
13,22,13,15155
13,22,14,15155
13,22,15,15155
13,22,16,15155
13,22,17,15155
13,22,18,15155
13,22,19,15155
13,22,20,15155
13,22,21,15155
13,22,22,15155
13,22,23,15155
13,22,24,15155
13,22,25,15155
13,22,26,15155
13,22,27,15155
13,22,28,15155
13,22,29,15155
13,22,30,15155
13,22,31,15155
13,22,32,15155
13,22,33,15155
13,22,34,15155
13,22,35,15155
13,22,36,15155
13,22,37,15155
13,22,38,15155
13,22,39,15155
13,22,40,15155
13,22,41,15155
13,22,42,15155
13,22,43,15155
13,22,44,15155
13,22,45,15155
13,22,46,15155
13,22,47,15155
13,22,48,15155
13,22,49,15155
13,22,50,15155
13,22,51,15155
13,22,52,15155
13,22,53,15155
13,22,54,15155
13,22,55,15155
13,22,56,15155
13,22,57,15155
13,22,58,15155
13,22,59,15155
13,22,60,15155
13,22,61,15155
13,22,62,15155
13,22,63,15155
13,22,64,15155
13,22,65,15155
13,22,66,15155
13,22,67,15155
13,22,68,15155
13,22,69,15155
13,22,70,15155
13,22,71,15155
13,22,72,15155
13,22,73,15155
13,22,74,15155
13,22,75,15155
13,22,76,15155
13,22,77,15155
13,22,78,15155
13,22,79,15155
13,22,80,15155
13,22,81,15155
13,22,82,15155
13,22,83,15155
13,22,84,15155
13,22,85,15155
13,22,86,15155
13,22,87,15155
13,22,88,15155
13,22,89,15155
13,22,90,15155
13,22,91,15155
13,22,92,15155
13,22,93,15155
13,22,94,15155
13,22,95,15155
13,22,96,15155
13,22,97,15155
13,22,98,15155
13,22,99,15155
13,22,100,15155
13,23,0,13200
13,23,1,13200
13,23,2,13200
13,23,3,13200
13,23,4,13200
13,23,5,13200
13,23,6,13200
13,23,7,13200
13,23,8,13200
13,23,9,13200
13,23,10,13200
13,23,11,13200
13,23,12,13200
13,23,13,13200
13,23,14,13200
13,23,15,13200
13,23,16,13200
13,23,17,13200
13,23,18,13200
13,23,19,13200
13,23,20,13200
13,23,21,13200
13,23,22,13200
